bam_prefix	stanfordUUID	aliquot_id	Case_UUID	Case_ID
UCEC-64E4DFBF-7859-4FE4-AC05-E6B4995C868C-X036-S05-L033-B1-T1-P087	64E4DFBF-7859-4FE4-AC05-E6B4995C868C	TCGA-BG-A0MS-01A-31-A645-42	a798a8cc-4e72-4a8c-9e20-74a14deafd12	TCGA-BG-A0MS-01A-31-A645-42
UCEC-64E4DFBF-7859-4FE4-AC05-E6B4995C868C-X036-S05-L034-B1-T2-P092	64E4DFBF-7859-4FE4-AC05-E6B4995C868C	TCGA-BG-A0MS-01A-31-A645-42	a798a8cc-4e72-4a8c-9e20-74a14deafd12	TCGA-BG-A0MS-01A-31-A645-42
ESCA-663192A1-DAE9-463A-A3E4-C4E7EDBD5734-X006-S02-L032-B1-T1-P011	663192A1-DAE9-463A-A3E4-C4E7EDBD5734	TCGA-IG-A4QS-01A-31-A616-42	990c6412-6dc0-4dba-a7c1-5bcb3751b1cc	TCGA-IG-A4QS-01A-31-A616-42
ESCA-663192A1-DAE9-463A-A3E4-C4E7EDBD5734-X006-S02-L033-B1-T2-PMRG	663192A1-DAE9-463A-A3E4-C4E7EDBD5734	TCGA-IG-A4QS-01A-31-A616-42	990c6412-6dc0-4dba-a7c1-5bcb3751b1cc	TCGA-IG-A4QS-01A-31-A616-42
BLCA-6728BCB4-B161-41DD-BF27-16000A1A9A94-X018-S09-L040-B1-T1-P041	6728BCB4-B161-41DD-BF27-16000A1A9A94	TCGA-CF-A3MI-01A-31-A616-42	f1ebf96b-8df9-4e59-acef-7ad433e40214	TCGA-CF-A3MI-01A-31-A616-42
BLCA-6728BCB4-B161-41DD-BF27-16000A1A9A94-X018-S09-L041-B1-T2-P039	6728BCB4-B161-41DD-BF27-16000A1A9A94	TCGA-CF-A3MI-01A-31-A616-42	f1ebf96b-8df9-4e59-acef-7ad433e40214	TCGA-CF-A3MI-01A-31-A616-42
UCEC-6732BA4A-065A-4EF6-81E1-6DB5CAD70C97-X042-S09-L041-B1-T2-P086	6732BA4A-065A-4EF6-81E1-6DB5CAD70C97	TCGA-AP-A051-01A-31-A645-42	b045f24b-f822-4df9-9ffa-47308edcec8c	TCGA-AP-A051-01A-31-A645-42
UCEC-6732BA4A-065A-4EF6-81E1-6DB5CAD70C97-X042-S09-L040-B1-T1-PMRG	6732BA4A-065A-4EF6-81E1-6DB5CAD70C97	TCGA-AP-A051-01A-31-A645-42	b045f24b-f822-4df9-9ffa-47308edcec8c	TCGA-AP-A051-01A-31-A645-42
LUSC-67CCECB1-91AF-4986-B16B-75803C469F29-X038-S06-L083-B1-T1-P094	67CCECB1-91AF-4986-B16B-75803C469F29	TCGA-63-A5MR-01A-21-A644-42	a2d7c06b-efa9-4b7e-9ea6-b47c9ad6ef38	TCGA-63-A5MR-01A-21-A644-42
LUSC-67CCECB1-91AF-4986-B16B-75803C469F29-X038-S06-L084-B1-T2-P092	67CCECB1-91AF-4986-B16B-75803C469F29	TCGA-63-A5MR-01A-21-A644-42	a2d7c06b-efa9-4b7e-9ea6-b47c9ad6ef38	TCGA-63-A5MR-01A-21-A644-42
