bam_prefix	stanfordUUID	aliquot_id	Case_UUID	Case_ID
LUAD-698EE8D8-3251-42DC-BB3B-FC3C046EC728-X002-S03-L005-B1-T1-P005	698EE8D8-3251-42DC-BB3B-FC3C046EC728	TCGA-L9-A8F4-01A-22-A602-42	927fc5e0-2c14-4c20-a49b-f10d8a1175c3	TCGA-L9-A8F4-01A-22-A602-42
LUAD-698EE8D8-3251-42DC-BB3B-FC3C046EC728-X002-S03-L006-B1-T2-PMRG	698EE8D8-3251-42DC-BB3B-FC3C046EC728	TCGA-L9-A8F4-01A-22-A602-42	927fc5e0-2c14-4c20-a49b-f10d8a1175c3	TCGA-L9-A8F4-01A-22-A602-42
GBMx-6BEE2CB6-9AFD-42A6-9C26-9C4428FBABFA-X019-S10-L066-B1-T1-P045	6BEE2CB6-9AFD-42A6-9C26-9C4428FBABFA	TCGA-OX-A56R-01A-31-A616-42	0fc32169-8eb9-405f-becc-ed38d7064a58	TCGA-OX-A56R-01A-31-A616-42
GBMx-6BEE2CB6-9AFD-42A6-9C26-9C4428FBABFA-X019-S10-L067-B1-T2-P046	6BEE2CB6-9AFD-42A6-9C26-9C4428FBABFA	TCGA-OX-A56R-01A-31-A616-42	0fc32169-8eb9-405f-becc-ed38d7064a58	TCGA-OX-A56R-01A-31-A616-42
LUAD-6C75D43E-820A-490B-8BBA-8D3DCF19ACE5-X039-S12-L119-B1-T1-P100	6C75D43E-820A-490B-8BBA-8D3DCF19ACE5	TCGA-MP-A4T4-01A-22-A646-42	301ca6e8-7981-4264-b4ae-38f56f7f9225	TCGA-MP-A4T4-01A-22-A646-42
LUAD-6C75D43E-820A-490B-8BBA-8D3DCF19ACE5-X039-S12-L120-B1-T2-P091	6C75D43E-820A-490B-8BBA-8D3DCF19ACE5	TCGA-MP-A4T4-01A-22-A646-42	301ca6e8-7981-4264-b4ae-38f56f7f9225	TCGA-MP-A4T4-01A-22-A646-42
BRCA-6D0DAA1B-2ACC-49CC-90C5-07FC4260432E-X011-S05-L009-B1-T1-P026	6D0DAA1B-2ACC-49CC-90C5-07FC4260432E	TCGA-A2-A0SW-01A-31-A615-42	991e1427-3c01-423d-abfd-4584302ca72c	TCGA-A2-A0SW-01A-31-A615-42
BRCA-6D0DAA1B-2ACC-49CC-90C5-07FC4260432E-X011-S05-L010-B1-T2-P025	6D0DAA1B-2ACC-49CC-90C5-07FC4260432E	TCGA-A2-A0SW-01A-31-A615-42	991e1427-3c01-423d-abfd-4584302ca72c	TCGA-A2-A0SW-01A-31-A615-42
ESCA-6DC73EB5-5736-46B8-8731-B44C4F740B2F-X017-S09-L017-B1-T1-P041	6DC73EB5-5736-46B8-8731-B44C4F740B2F	TCGA-LN-A7HX-01A-31-A617-42	8c4f5492-3567-4e12-8607-2cd65fab9baa	TCGA-LN-A7HX-01A-31-A617-42
ESCA-6DC73EB5-5736-46B8-8731-B44C4F740B2F-X017-S09-L018-B1-T2-P042	6DC73EB5-5736-46B8-8731-B44C4F740B2F	TCGA-LN-A7HX-01A-31-A617-42	8c4f5492-3567-4e12-8607-2cd65fab9baa	TCGA-LN-A7HX-01A-31-A617-42
PCPG-6E12D868-CE35-491E-8811-263F1537B7FD-X036-S12-L047-B1-T1-P090	6E12D868-CE35-491E-8811-263F1537B7FD	TCGA-TT-A6YP-01A-31-A645-42	5047e5dc-6b4c-4708-bf25-984b27a87882	TCGA-TT-A6YP-01A-31-A645-42
PCPG-6E12D868-CE35-491E-8811-263F1537B7FD-X036-S12-L048-B1-T2-P091	6E12D868-CE35-491E-8811-263F1537B7FD	TCGA-TT-A6YP-01A-31-A645-42	5047e5dc-6b4c-4708-bf25-984b27a87882	TCGA-TT-A6YP-01A-31-A645-42
BLCA-6E1FF9EA-8875-439E-AF5A-A7B7DDFB247C-X022-S12-L068-B1-T1-P051	6E1FF9EA-8875-439E-AF5A-A7B7DDFB247C	TCGA-BL-A13J-01A-22-A616-42	556fcbc8-172a-4af1-8822-ae036e8d68e8	TCGA-BL-A13J-01A-22-A616-42
BLCA-6E1FF9EA-8875-439E-AF5A-A7B7DDFB247C-X022-S12-L069-B1-T2-P047	6E1FF9EA-8875-439E-AF5A-A7B7DDFB247C	TCGA-BL-A13J-01A-22-A616-42	556fcbc8-172a-4af1-8822-ae036e8d68e8	TCGA-BL-A13J-01A-22-A616-42
BRCA-6F22B7DA-85CA-4E9C-93A3-859878775DDB-X005-S06-L015-B1-T4-P014	6F22B7DA-85CA-4E9C-93A3-859878775DDB	TCGA-D8-A13Z-01A-31-A615-42	5a17dcd9-5ced-4a69-8069-23c7fd0649d1	TCGA-D8-A13Z-01A-31-A615-42
BRCA-6F22B7DA-85CA-4E9C-93A3-859878775DDB-X005-S06-L014-B1-T3-PMRG	6F22B7DA-85CA-4E9C-93A3-859878775DDB	TCGA-D8-A13Z-01A-31-A615-42	5a17dcd9-5ced-4a69-8069-23c7fd0649d1	TCGA-D8-A13Z-01A-31-A615-42
BLCA-6F874813-E05A-438A-A1CE-71B8A78C173E-X006-S09-L049-B1-T2-P011	6F874813-E05A-438A-A1CE-71B8A78C173E	TCGA-GV-A3JW-01A-31-A616-42	3d644eaf-82fc-4bc7-93b7-3e600e8c6511	TCGA-GV-A3JW-01A-31-A616-42
BLCA-6F874813-E05A-438A-A1CE-71B8A78C173E-X006-S09-L048-B1-T1-PMRG	6F874813-E05A-438A-A1CE-71B8A78C173E	TCGA-GV-A3JW-01A-31-A616-42	3d644eaf-82fc-4bc7-93b7-3e600e8c6511	TCGA-GV-A3JW-01A-31-A616-42
PRAD-6FF51A3D-B6AE-46F8-9A71-15AE21CF8C31-X031-S02-L050-B1-T1-P074	6FF51A3D-B6AE-46F8-9A71-15AE21CF8C31	TCGA-YL-A8SB-01A-11-A646-42	21a29827-7896-436d-ab52-e7edfc91e7d0	TCGA-YL-A8SB-01A-11-A646-42
PRAD-6FF51A3D-B6AE-46F8-9A71-15AE21CF8C31-X031-S02-L051-B1-T2-P073	6FF51A3D-B6AE-46F8-9A71-15AE21CF8C31	TCGA-YL-A8SB-01A-11-A646-42	21a29827-7896-436d-ab52-e7edfc91e7d0	TCGA-YL-A8SB-01A-11-A646-42
GBMx-714AA767-CACF-413D-B2FD-FE1882A80C57-X008-S07-L013-B1-T1-P019	714AA767-CACF-413D-B2FD-FE1882A80C57	TCGA-76-6656-01A-12-A617-42	770aa1ee-aed9-4219-900e-63523cdf312f	TCGA-76-6656-01A-12-A617-42
GBMx-714AA767-CACF-413D-B2FD-FE1882A80C57-X008-S07-L014-B1-T2-P018	714AA767-CACF-413D-B2FD-FE1882A80C57	TCGA-76-6656-01A-12-A617-42	770aa1ee-aed9-4219-900e-63523cdf312f	TCGA-76-6656-01A-12-A617-42
KIRP-727BDE79-FED3-4534-9639-7BD8E0AF8FC0-X020-S01-L001-B1-T1-P050	727BDE79-FED3-4534-9639-7BD8E0AF8FC0	TCGA-UZ-A9PM-01A-31-A616-42	234a072c-f473-41bc-9d7a-39e0f949f7a5	TCGA-UZ-A9PM-01A-31-A616-42
KIRP-727BDE79-FED3-4534-9639-7BD8E0AF8FC0-X020-S01-L002-B1-T2-P049	727BDE79-FED3-4534-9639-7BD8E0AF8FC0	TCGA-UZ-A9PM-01A-31-A616-42	234a072c-f473-41bc-9d7a-39e0f949f7a5	TCGA-UZ-A9PM-01A-31-A616-42
KIRP-72FE20F7-344B-4E28-B403-E85361A66552-X008-S10-L019-B1-T1-P020	72FE20F7-344B-4E28-B403-E85361A66552	TCGA-B1-A654-01A-31-A616-42	21415ae7-dad6-40c4-be9d-3f881b558fbd	TCGA-B1-A654-01A-31-A616-42
KIRP-72FE20F7-344B-4E28-B403-E85361A66552-X008-S10-L020-B1-T2-P021	72FE20F7-344B-4E28-B403-E85361A66552	TCGA-B1-A654-01A-31-A616-42	21415ae7-dad6-40c4-be9d-3f881b558fbd	TCGA-B1-A654-01A-31-A616-42
COAD-73167300-8F3F-4ACB-B519-2897C285C63F-X010-S02-L051-B1-T1-P017	73167300-8F3F-4ACB-B519-2897C285C63F	TCGA-SS-A7HO-01A-31-A617-42	8d0fa506-3f51-4108-8427-7dabf270bcd4	TCGA-SS-A7HO-01A-31-A617-42
COAD-73167300-8F3F-4ACB-B519-2897C285C63F-X010-S02-L052-B1-T2-P019	73167300-8F3F-4ACB-B519-2897C285C63F	TCGA-SS-A7HO-01A-31-A617-42	8d0fa506-3f51-4108-8427-7dabf270bcd4	TCGA-SS-A7HO-01A-31-A617-42
BRCA-73316C1E-DDE9-4C39-8AFD-5E8A1090C425-X006-S11-L052-B1-T1-P009	73316C1E-DDE9-4C39-8AFD-5E8A1090C425	TCGA-AO-A0J8-01A-31-A615-42	02bf5203-f9cd-4c5a-97b4-e5584dc22325	TCGA-AO-A0J8-01A-31-A615-42
BRCA-73316C1E-DDE9-4C39-8AFD-5E8A1090C425-X006-S11-L053-B1-T2-P010	73316C1E-DDE9-4C39-8AFD-5E8A1090C425	TCGA-AO-A0J8-01A-31-A615-42	02bf5203-f9cd-4c5a-97b4-e5584dc22325	TCGA-AO-A0J8-01A-31-A615-42
KIRP-737F435D-531F-4B20-ABB1-91E3E2027D4D-X010-S06-L059-B1-T1-PMRG	737F435D-531F-4B20-ABB1-91E3E2027D4D	TCGA-4A-A93X-01A-31-A617-42	deace3d5-26fc-44d3-9f39-b5cde2c94152	TCGA-4A-A93X-01A-31-A617-42
KIRP-737F435D-531F-4B20-ABB1-91E3E2027D4D-X010-S06-L060-B1-T2-PMRG	737F435D-531F-4B20-ABB1-91E3E2027D4D	TCGA-4A-A93X-01A-31-A617-42	deace3d5-26fc-44d3-9f39-b5cde2c94152	TCGA-4A-A93X-01A-31-A617-42
BRCA-74CCA3AC-8984-4207-AD8C-979E7596A5DC-X005-S02-L003-B1-T1-P014	74CCA3AC-8984-4207-AD8C-979E7596A5DC	TCGA-BH-A0DV-01A-31-A615-42	96b9c7db-1be1-4b60-b47c-26b654c3d64c	TCGA-BH-A0DV-01A-31-A615-42
BRCA-74CCA3AC-8984-4207-AD8C-979E7596A5DC-X005-S02-L004-B1-T2-P015	74CCA3AC-8984-4207-AD8C-979E7596A5DC	TCGA-BH-A0DV-01A-31-A615-42	96b9c7db-1be1-4b60-b47c-26b654c3d64c	TCGA-BH-A0DV-01A-31-A615-42
COAD-74EF44ED-9B3A-4E21-9E86-6C753CF94F4F-X006-S03-L034-B1-T1-P012	74EF44ED-9B3A-4E21-9E86-6C753CF94F4F	TCGA-AA-A01P-01A-32-A616-42	13ae9d83-a22f-451f-88bb-686051725cf3	TCGA-AA-A01P-01A-32-A616-42
COAD-74EF44ED-9B3A-4E21-9E86-6C753CF94F4F-X006-S03-L035-B1-T2-P012	74EF44ED-9B3A-4E21-9E86-6C753CF94F4F	TCGA-AA-A01P-01A-32-A616-42	13ae9d83-a22f-451f-88bb-686051725cf3	TCGA-AA-A01P-01A-32-A616-42
KIRC-74F7F7E1-DD7C-4A10-A83D-3531DB117830-X003-S03-L023-B1-T1-P003	74F7F7E1-DD7C-4A10-A83D-3531DB117830	TCGA-GK-A6C7-01A-31-A602-42	0df9ec46-d600-4845-9d00-2dc2732c68d1	TCGA-GK-A6C7-01A-31-A602-42
KIRC-74F7F7E1-DD7C-4A10-A83D-3531DB117830-X003-S03-L024-B1-T2-P003	74F7F7E1-DD7C-4A10-A83D-3531DB117830	TCGA-GK-A6C7-01A-31-A602-42	0df9ec46-d600-4845-9d00-2dc2732c68d1	TCGA-GK-A6C7-01A-31-A602-42
CHOL-75A6DCBC-AD94-4D7C-BF14-E5CB355B0E91-X019-S04-L054-B1-T1-P043	75A6DCBC-AD94-4D7C-BF14-E5CB355B0E91	TCGA-W6-AA0T-01A-11-A617-42	cb40327b-f3ac-4f0a-bb17-7db2a281e354	TCGA-W6-AA0T-01A-11-A617-42
CHOL-75A6DCBC-AD94-4D7C-BF14-E5CB355B0E91-X019-S04-L055-B1-T2-P044	75A6DCBC-AD94-4D7C-BF14-E5CB355B0E91	TCGA-W6-AA0T-01A-11-A617-42	cb40327b-f3ac-4f0a-bb17-7db2a281e354	TCGA-W6-AA0T-01A-11-A617-42
BLCA-761A45CF-D6D2-46EA-93EC-5238A95517B8-X013-S06-L059-B1-T1-P024	761A45CF-D6D2-46EA-93EC-5238A95517B8	TCGA-DK-A1AD-01A-31-A615-42	88a521ce-a5e9-4c6f-83d4-ec36a62fedb6	TCGA-DK-A1AD-01A-31-A615-42
BLCA-761A45CF-D6D2-46EA-93EC-5238A95517B8-X013-S06-L060-B1-T2-P027	761A45CF-D6D2-46EA-93EC-5238A95517B8	TCGA-DK-A1AD-01A-31-A615-42	88a521ce-a5e9-4c6f-83d4-ec36a62fedb6	TCGA-DK-A1AD-01A-31-A615-42
KIRC-764CDC61-4B64-49A5-ADD9-8CFDA859D486-X023-S09-L089-B1-T1-P056	764CDC61-4B64-49A5-ADD9-8CFDA859D486	TCGA-B8-A54K-01A-31-A616-42	a2663a86-a006-4867-9e88-2b523df48303	TCGA-B8-A54K-01A-31-A616-42
KIRC-764CDC61-4B64-49A5-ADD9-8CFDA859D486-X023-S09-L090-B1-T2-P055	764CDC61-4B64-49A5-ADD9-8CFDA859D486	TCGA-B8-A54K-01A-31-A616-42	a2663a86-a006-4867-9e88-2b523df48303	TCGA-B8-A54K-01A-31-A616-42
PCPG-76EE6592-FC58-4EBA-8E1E-6B5B937A4D9B-X029-S01-L001-B1-T1-P078	76EE6592-FC58-4EBA-8E1E-6B5B937A4D9B	TCGA-QT-A5XN-01A-31-A645-42	939734bc-257b-42f0-9928-b8c4f283fb18	TCGA-QT-A5XN-01A-31-A645-42
PCPG-76EE6592-FC58-4EBA-8E1E-6B5B937A4D9B-X029-S01-L002-B1-T2-P074	76EE6592-FC58-4EBA-8E1E-6B5B937A4D9B	TCGA-QT-A5XN-01A-31-A645-42	939734bc-257b-42f0-9928-b8c4f283fb18	TCGA-QT-A5XN-01A-31-A645-42
TGCT-772E7A97-0B2F-4DE7-B44B-E233EA5ACA5C-X027-S05-L085-B1-T1-P067	772E7A97-0B2F-4DE7-B44B-E233EA5ACA5C	TCGA-XE-AAOD-01A-31-A646-42	6af41619-490e-4ffb-9a7b-ad9b7483b5a2	TCGA-XE-AAOD-01A-31-A646-42
TGCT-772E7A97-0B2F-4DE7-B44B-E233EA5ACA5C-X027-S05-L086-B1-T2-P069	772E7A97-0B2F-4DE7-B44B-E233EA5ACA5C	TCGA-XE-AAOD-01A-31-A646-42	6af41619-490e-4ffb-9a7b-ad9b7483b5a2	TCGA-XE-AAOD-01A-31-A646-42
COAD-77DDE147-7453-4E7A-A730-E2D408F968ED-X018-S06-L034-B1-T1-P045	77DDE147-7453-4E7A-A730-E2D408F968ED	TCGA-NH-A6GC-01A-31-A615-42	0687bea4-911a-4ef2-9fa2-531ef6ba7910	TCGA-NH-A6GC-01A-31-A615-42
COAD-77DDE147-7453-4E7A-A730-E2D408F968ED-X018-S06-L035-B1-T2-P046	77DDE147-7453-4E7A-A730-E2D408F968ED	TCGA-NH-A6GC-01A-31-A615-42	0687bea4-911a-4ef2-9fa2-531ef6ba7910	TCGA-NH-A6GC-01A-31-A615-42
STAD-78ACDA82-EAB2-4188-9631-A23425981D92-X028-S05-L109-B1-T1-P068	78ACDA82-EAB2-4188-9631-A23425981D92	TCGA-BR-A4J6-01A-31-A646-42	0f344863-11cc-4fae-8386-8247dff59de4	TCGA-BR-A4J6-01A-31-A646-42
STAD-78ACDA82-EAB2-4188-9631-A23425981D92-X028-S05-L110-B1-T2-P061	78ACDA82-EAB2-4188-9631-A23425981D92	TCGA-BR-A4J6-01A-31-A646-42	0f344863-11cc-4fae-8386-8247dff59de4	TCGA-BR-A4J6-01A-31-A646-42
BRCA-78F79CE9-210D-47BF-B6AB-AA5327778FBE-X010-S03-L053-B1-T1-P021	78F79CE9-210D-47BF-B6AB-AA5327778FBE	TCGA-BH-A0BA-01A-31-A615-42	49dc3e68-6206-4f16-969f-a758cc7be8ed	TCGA-BH-A0BA-01A-31-A615-42
BRCA-78F79CE9-210D-47BF-B6AB-AA5327778FBE-X010-S03-L054-B1-T2-P019	78F79CE9-210D-47BF-B6AB-AA5327778FBE	TCGA-BH-A0BA-01A-31-A615-42	49dc3e68-6206-4f16-969f-a758cc7be8ed	TCGA-BH-A0BA-01A-31-A615-42
KIRP-791AAC61-D60E-41AC-9248-99F517F220E3-X012-S04-L031-B1-T1-P023	791AAC61-D60E-41AC-9248-99F517F220E3	TCGA-UZ-A9PP-01A-31-A617-42	0db35585-c319-4feb-b157-41fa14f9aa11	TCGA-UZ-A9PP-01A-31-A617-42
KIRP-791AAC61-D60E-41AC-9248-99F517F220E3-X012-S04-L032-B1-T2-P022	791AAC61-D60E-41AC-9248-99F517F220E3	TCGA-UZ-A9PP-01A-31-A617-42	0db35585-c319-4feb-b157-41fa14f9aa11	TCGA-UZ-A9PP-01A-31-A617-42
HNSC-792EA5E5-66EF-406A-AFCA-70BC90A6C324-X038-S05-L081-B1-T1-P092	792EA5E5-66EF-406A-AFCA-70BC90A6C324	TCGA-F7-A624-01A-31-A644-42	46e51eb2-0c5e-457b-af1a-8bac1b8a8bea	TCGA-F7-A624-01A-31-A644-42
HNSC-792EA5E5-66EF-406A-AFCA-70BC90A6C324-X038-S05-L082-B1-T2-P093	792EA5E5-66EF-406A-AFCA-70BC90A6C324	TCGA-F7-A624-01A-31-A644-42	46e51eb2-0c5e-457b-af1a-8bac1b8a8bea	TCGA-F7-A624-01A-31-A644-42
BLCA-795D3511-E7DB-456E-9D80-4EE5B50B66E1-X021-S08-L038-B1-T1-P054	795D3511-E7DB-456E-9D80-4EE5B50B66E1	TCGA-FD-A3SR-01A-31-A616-42	72d6e9aa-4a99-4fc9-a67b-4631e95fb043	TCGA-FD-A3SR-01A-31-A616-42
BLCA-795D3511-E7DB-456E-9D80-4EE5B50B66E1-X021-S08-L039-B1-T2-P052	795D3511-E7DB-456E-9D80-4EE5B50B66E1	TCGA-FD-A3SR-01A-31-A616-42	72d6e9aa-4a99-4fc9-a67b-4631e95fb043	TCGA-FD-A3SR-01A-31-A616-42
LUAD-79DEBC87-22F6-49D5-8EE7-C2A4B0559773-X003-S11-L039-B1-T1-PMRG	79DEBC87-22F6-49D5-8EE7-C2A4B0559773	TCGA-44-6146-01A-41-A602-42	0c0b610e-fe4c-406d-a5ed-5cc3b11dabf5	TCGA-44-6146-01A-41-A602-42
LUAD-79DEBC87-22F6-49D5-8EE7-C2A4B0559773-X003-S11-L040-B1-T2-PMRG	79DEBC87-22F6-49D5-8EE7-C2A4B0559773	TCGA-44-6146-01A-41-A602-42	0c0b610e-fe4c-406d-a5ed-5cc3b11dabf5	TCGA-44-6146-01A-41-A602-42
SKCM-79ECCC2A-6352-43BB-AF79-FABC426586EB-X040-S05-L129-B1-T1-P101	79ECCC2A-6352-43BB-AF79-FABC426586EB	TCGA-EB-A3XF-01A-21-A644-42	555bbd13-8ad7-43b3-9087-001db30089f1	TCGA-EB-A3XF-01A-21-A644-42
LIHC-7BA22083-6B58-4B21-B764-6D1619419AAF-X025-S06-L038-B1-T2-P096	7BA22083-6B58-4B21-B764-6D1619419AAF	TCGA-DD-AAC8-01A-21-A646-42	496beef9-80d9-4734-a23d-334ae1b6aaab	TCGA-DD-AAC8-01A-21-A646-42
LIHC-7BA22083-6B58-4B21-B764-6D1619419AAF-X025-S06-L037-B1-T1-PMRG	7BA22083-6B58-4B21-B764-6D1619419AAF	TCGA-DD-AAC8-01A-21-A646-42	496beef9-80d9-4734-a23d-334ae1b6aaab	TCGA-DD-AAC8-01A-21-A646-42
LGGx-7BCD063E-F270-458F-9376-729BE2F3E2C6-X015-S02-L027-B1-T1-P037	7BCD063E-F270-458F-9376-729BE2F3E2C6	TCGA-FG-A4MY-01A-31-A616-42	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY-01A-31-A616-42
LGGx-7BCD063E-F270-458F-9376-729BE2F3E2C6-X015-S02-L028-B1-T2-P036	7BCD063E-F270-458F-9376-729BE2F3E2C6	TCGA-FG-A4MY-01A-31-A616-42	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY-01A-31-A616-42
PCPG-7C5C19DE-54FA-4DE8-B87F-7694F5B50F41-X037-S03-L053-B1-T1-PMRG	7C5C19DE-54FA-4DE8-B87F-7694F5B50F41	TCGA-RW-A8AZ-01A-31-A645-42	36905596-8480-4bcb-841b-520f48a936f9	TCGA-RW-A8AZ-01A-31-A645-42
PCPG-7C5C19DE-54FA-4DE8-B87F-7694F5B50F41-X037-S03-L054-B1-T2-PMRG	7C5C19DE-54FA-4DE8-B87F-7694F5B50F41	TCGA-RW-A8AZ-01A-31-A645-42	36905596-8480-4bcb-841b-520f48a936f9	TCGA-RW-A8AZ-01A-31-A645-42
BRCA-7C6A3AE4-E2EA-42B3-B3F1-81C19E6F2170-X023-S05-L081-B1-T1-P057	7C6A3AE4-E2EA-42B3-B3F1-81C19E6F2170	TCGA-BH-A0E0-01A-22-A615-42	20e8106b-1290-4735-abe4-7621e08e3dc8	TCGA-BH-A0E0-01A-22-A615-42
BRCA-7C6A3AE4-E2EA-42B3-B3F1-81C19E6F2170-X023-S05-L082-B1-T2-P055	7C6A3AE4-E2EA-42B3-B3F1-81C19E6F2170	TCGA-BH-A0E0-01A-22-A615-42	20e8106b-1290-4735-abe4-7621e08e3dc8	TCGA-BH-A0E0-01A-22-A615-42
PRAD-7CE08E8F-38F0-4FE5-9446-865E105997E1-X036-S07-L037-B1-T1-P098	7CE08E8F-38F0-4FE5-9446-865E105997E1	TCGA-VP-A875-01A-11-A645-42	e833ad67-2cb3-414c-b15e-28f49479e2ef	TCGA-VP-A875-01A-11-A645-42
PRAD-7CE08E8F-38F0-4FE5-9446-865E105997E1-X036-S07-L038-B1-T2-P092	7CE08E8F-38F0-4FE5-9446-865E105997E1	TCGA-VP-A875-01A-11-A645-42	e833ad67-2cb3-414c-b15e-28f49479e2ef	TCGA-VP-A875-01A-11-A645-42
BRCA-7D3BBF34-47F6-41EE-B5BF-6571C18984A8-X020-S03-L005-B1-T1-P053	7D3BBF34-47F6-41EE-B5BF-6571C18984A8	TCGA-C8-A12K-01A-31-A615-42	6b923e30-2ddc-407f-91b1-c202f1373fbb	TCGA-C8-A12K-01A-31-A615-42
BRCA-7D3BBF34-47F6-41EE-B5BF-6571C18984A8-X020-S03-L006-B1-T2-P054	7D3BBF34-47F6-41EE-B5BF-6571C18984A8	TCGA-C8-A12K-01A-31-A615-42	6b923e30-2ddc-407f-91b1-c202f1373fbb	TCGA-C8-A12K-01A-31-A615-42
KIRC-7D6A394E-01EC-4C58-A010-1C63147A376A-X010-S10-L067-B1-T1-P019	7D6A394E-01EC-4C58-A010-1C63147A376A	TCGA-MM-A564-01A-12-A616-42	620baefa-db8f-4af9-9101-4b9b252fa73e	TCGA-MM-A564-01A-12-A616-42
KIRC-7D6A394E-01EC-4C58-A010-1C63147A376A-X010-S10-L068-B1-T2-P018	7D6A394E-01EC-4C58-A010-1C63147A376A	TCGA-MM-A564-01A-12-A616-42	620baefa-db8f-4af9-9101-4b9b252fa73e	TCGA-MM-A564-01A-12-A616-42
ESCA-7DBFB952-8680-464C-A692-69343181D996-X007-S10-L074-B1-T2-P013	7DBFB952-8680-464C-A692-69343181D996	TCGA-LN-A8HZ-01A-31-A617-42	b782c157-6b33-4247-83df-a82dc5e5d432	TCGA-LN-A8HZ-01A-31-A617-42
COAD-7E54C176-FB16-4492-9688-2BCD0F421E56-X004-S07-L054-B1-T2-P007	7E54C176-FB16-4492-9688-2BCD0F421E56	TCGA-AA-A010-01A-22-A602-42	0712566e-3371-4715-95f1-5b792e72d758	TCGA-AA-A010-01A-22-A602-42
COAD-7E54C176-FB16-4492-9688-2BCD0F421E56-X004-S07-L053-B1-T1-PMRG	7E54C176-FB16-4492-9688-2BCD0F421E56	TCGA-AA-A010-01A-22-A602-42	0712566e-3371-4715-95f1-5b792e72d758	TCGA-AA-A010-01A-22-A602-42
LUAD-7EA1F51C-B63F-4445-9BF2-62E7BA22D95A-X029-S03-L005-B1-T1-P080	7EA1F51C-B63F-4445-9BF2-62E7BA22D95A	TCGA-93-A4JN-01A-22-A646-42	9dda72ec-1698-44e2-b35c-11e9a2704380	TCGA-93-A4JN-01A-22-A646-42
LUAD-7EA1F51C-B63F-4445-9BF2-62E7BA22D95A-X029-S03-L006-B1-T2-P078	7EA1F51C-B63F-4445-9BF2-62E7BA22D95A	TCGA-93-A4JN-01A-22-A646-42	9dda72ec-1698-44e2-b35c-11e9a2704380	TCGA-93-A4JN-01A-22-A646-42
HNSC-7F157EB5-19C5-4E68-827E-327704D7A212-X024-S01-L001-B1-T1-P059	7F157EB5-19C5-4E68-827E-327704D7A212	TCGA-CV-A468-01A-31-A644-42	1c801a6b-8407-46da-b6cc-245f05418b9e	TCGA-CV-A468-01A-31-A644-42
KIRP-804764D2-A6F0-46BD-9D0E-7DE65B228F5C-X021-S02-L026-B1-T1-P050	804764D2-A6F0-46BD-9D0E-7DE65B228F5C	TCGA-B9-A5W8-01A-31-A617-42	fcb7ed90-6c6b-4420-8d5b-4fc6f763adaa	TCGA-B9-A5W8-01A-31-A617-42
KIRP-804764D2-A6F0-46BD-9D0E-7DE65B228F5C-X021-S02-L027-B1-T2-P053	804764D2-A6F0-46BD-9D0E-7DE65B228F5C	TCGA-B9-A5W8-01A-31-A617-42	fcb7ed90-6c6b-4420-8d5b-4fc6f763adaa	TCGA-B9-A5W8-01A-31-A617-42
THCA-8084B582-941C-4F46-B2E6-6B6AE35989FC-X035-S06-L011-B1-T1-P103	8084B582-941C-4F46-B2E6-6B6AE35989FC	TCGA-DJ-A13V-01A-22-A644-42	99ac4f2e-2e63-4f1e-af0f-8f23a2caf999	TCGA-DJ-A13V-01A-22-A644-42
THCA-8084B582-941C-4F46-B2E6-6B6AE35989FC-X035-S06-L012-B1-T2-P095	8084B582-941C-4F46-B2E6-6B6AE35989FC	TCGA-DJ-A13V-01A-22-A644-42	99ac4f2e-2e63-4f1e-af0f-8f23a2caf999	TCGA-DJ-A13V-01A-22-A644-42
ACCx-81A262BD-3078-4BDB-8EB1-30DD6D7948C3-X027-S03-L081-B1-T1-P063	81A262BD-3078-4BDB-8EB1-30DD6D7948C3	TCGA-OR-A5KX-01A-22-A645-42	33c02ece-911b-4f45-b410-9df07e9b189e	TCGA-OR-A5KX-01A-22-A645-42
ACCx-81A262BD-3078-4BDB-8EB1-30DD6D7948C3-X027-S03-L082-B1-T2-P067	81A262BD-3078-4BDB-8EB1-30DD6D7948C3	TCGA-OR-A5KX-01A-22-A645-42	33c02ece-911b-4f45-b410-9df07e9b189e	TCGA-OR-A5KX-01A-22-A645-42
ESCA-81D32E9D-3A4E-466E-B7B3-4D0FD8822CB4-X005-S05-L008-B1-T1-P014	81D32E9D-3A4E-466E-B7B3-4D0FD8822CB4	TCGA-LN-A4A2-01A-11-A616-42	a91c3f09-5f48-4b54-b669-c768f9fe9682	TCGA-LN-A4A2-01A-11-A616-42
ESCA-81D32E9D-3A4E-466E-B7B3-4D0FD8822CB4-X005-S05-L009-B1-T2-PMRG	81D32E9D-3A4E-466E-B7B3-4D0FD8822CB4	TCGA-LN-A4A2-01A-11-A616-42	a91c3f09-5f48-4b54-b669-c768f9fe9682	TCGA-LN-A4A2-01A-11-A616-42
STAD-8246817A-8A76-4010-AFE7-991C772B2B77-X039-S10-L115-B1-T1-P101	8246817A-8A76-4010-AFE7-991C772B2B77	TCGA-BR-A452-01A-41-A644-42	722a3067-2b68-442f-a333-540ab085af32	TCGA-BR-A452-01A-41-A644-42
